alumno,carrera,sexo,calidad
12384,Licenciatura en Enfermería,F,P
12385,Curso de Ingreso UNViMe,F,P
12386,Licenciatura en Logística,M,A
12387,Curso de Ingreso UNViMe,M,A
12388,Tecnicatura Universitaria en Gestión Deportiva,M,P
12389,Curso de Ingreso UNViMe,M,A
12390,Licenciatura en Enfermería,M,A
12391,Ciclo de Ingreso a Medicina,F,A
12392,Licenciatura en Enfermería,M,A
12393,Curso de Ingreso UNViMe,M,A
12394,Licenciatura en Economía,M,A
12395,Ciclo de Ingreso a Medicina,F,A
12396,Licenciatura en Enfermería,F,A
12397,Bioingeniería,M,A
12398,Ciclo de Ingreso a Medicina,M,A
12399,Profesorado de Educación Primaria,F,A
12400,Licenciatura en Kinesiología y Fisiatría,F,A
12401,Curso de Ingreso UNViMe,F,A
12402,Profesorado de Educación Inicial,F,A
12403,Licenciatura en Diseño de Comunicación,F,A
12404,Curso de Ingreso UNViMe,F,A
12405,Profesorado de Educación Inicial,F,P
12406,Programador Universitario de Sistemas,M,P
12407,Ingeniería en Sistemas de Información,M,A
12408,Curso de Ingreso UNViMe,M,A
12409,Licenciatura en Enfermería,F,A
12410,Curso de Ingreso UNViMe,F,A
12411,Licenciatura en Enfermería,F,A
12412,Curso de Ingreso UNViMe,F,A
12413,Ciclo de Ingreso a Medicina,F,A
12414,Ciclo de Ingreso a Medicina,F,A
12415,Ciclo de Ingreso a Medicina,F,A
12416,Licenciatura en Kinesiología y Fisiatría,M,P
12417,Curso de Ingreso UNViMe,M,P
12418,Ciclo de Ingreso a Medicina,F,A
12419,Ciclo de Ingreso a Medicina,F,A
12420,Tecnicatura Universitaria en Gestión Deportiva,F,A
12421,Licenciatura en Logística,M,P
12422,Curso de Ingreso UNViMe,M,P
12423,Licenciatura en Enfermería,F,A
12424,Curso de Ingreso UNViMe,F,A
12425,Licenciatura en Kinesiología y Fisiatría,M,P
12426,Curso de Ingreso UNViMe,M,P
12427,Ciclo de Ingreso a Medicina,F,A
12428,Ciclo de Ingreso a Medicina,F,A
12429,Licenciatura en Diseño de Comunicación,M,P
12430,Curso de Ingreso UNViMe,M,P
12431,Licenciatura en Logística,F,A
12432,Curso de Ingreso UNViMe,F,A
12433,Licenciatura en Obstetricia,F,P
12434,Curso de Ingreso UNViMe,F,P
12435,Ingeniería en Sistemas de Información,F,A
12436,Curso de Ingreso UNViMe,F,A
12437,Profesorado de Educación Primaria,F,P
12438,Licenciatura en Economía,M,P
12439,Curso de Ingreso UNViMe,M,P
12440,Licenciatura en Logística,M,P
12441,Curso de Ingreso UNViMe,M,P
12442,Licenciatura en Obstetricia,F,P
12443,Curso de Ingreso UNViMe,F,P
12444,Licenciatura en Logística,M,A
12445,Curso de Ingreso UNViMe,M,A
12446,Tecnicatura Superior en Gestión Ambiental,M,A
12447,Curso de Ingreso UNViMe,M,A
12448,Licenciatura en Diseño de Comunicación,F,P
12449,Curso de Ingreso UNViMe,F,P
12450,Ciclo de Ingreso a Medicina,F,A
12451,Ciclo de Ingreso a Medicina,M,A
12452,Licenciatura en Logística,F,A
12453,Curso de Ingreso UNViMe,F,A
12454,Ciclo de Ingreso a Medicina,F,A
12455,Ciclo de Ingreso a Medicina,M,A
12456,Ciclo de Ingreso a Medicina,F,A
12457,Ciclo de Ingreso a Medicina,M,A
12458,Ciclo de Ingreso a Medicina,F,A
12459,Tecnicatura Universitaria en Agroalimentos,M,P
12460,Curso de Ingreso UNViMe,M,P
12461,Licenciatura en Enfermería,F,P
12462,Curso de Ingreso UNViMe,F,P
12463,Ciclo de Ingreso a Medicina,M,A
12464,Ingeniería en Sistemas de Información,M,A
12465,Curso de Ingreso UNViMe,M,A
12466,Profesorado de Educación Inicial,F,A
12467,Profesorado de Educación Inicial,F,A
12468,Curso de Ingreso UNViMe,F,A
12469,Ciclo de Ingreso a Medicina,F,A
12470,Bioingeniería,F,A
12471,Curso de Ingreso UNViMe,F,A
12472,Ciclo de Ingreso a Medicina,M,A
12473,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12474,Curso de Ingreso UNViMe,M,A
12475,Bioingeniería,M,A
12476,Ciclo de Ingreso a Medicina,F,A
12477,Bioingeniería,F,A
12478,Curso de Ingreso UNViMe,F,A
12479,Licenciatura en Enfermería,M,A
12480,Curso de Ingreso UNViMe,M,A
12481,Ciclo de Ingreso a Medicina,M,A
12482,Ciclo de Ingreso a Medicina,F,A
12483,Licenciatura en Enfermería,F,A
12484,Ciclo de Ingreso a Medicina,F,A
12485,Licenciatura en Diseño de Comunicación,M,P
12486,Curso de Ingreso UNViMe,M,A
12487,Ciclo de Ingreso a Medicina,M,A
12488,Tecnicatura Superior en Gestión Ambiental,M,A
12489,Curso de Ingreso UNViMe,M,A
12490,Licenciatura en Obstetricia,F,A
12491,Ciclo de Ingreso a Medicina,M,A
12492,Profesorado de Educación Inicial,F,P
12493,Curso de Ingreso UNViMe,F,P
12494,Licenciatura en Obstetricia,F,P
12495,Curso de Ingreso UNViMe,F,P
12496,Tecnicatura Universitaria en Agroalimentos,F,A
12497,Curso de Ingreso UNViMe,F,A
12498,Licenciatura en Economía,F,A
12499,Curso de Ingreso UNViMe,F,A
12500,Profesorado de Educación Primaria,F,A
12501,Curso de Ingreso UNViMe,F,A
12502,Ciclo de Ingreso a Medicina,F,A
12503,Licenciatura en Enfermería,F,P
12504,Curso de Ingreso UNViMe,F,P
12505,Licenciatura en Logística,M,A
12506,Curso de Ingreso UNViMe,M,A
12507,Ciclo de Ingreso a Medicina,F,A
12508,Ciclo de Ingreso a Medicina,F,A
12509,Ciclo de Ingreso a Medicina,F,A
12510,Licenciatura en Enfermería,M,A
12511,Curso de Ingreso UNViMe,M,A
12512,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
12513,Curso de Ingreso UNViMe,F,A
12514,Ciclo de Ingreso a Medicina,F,A
12515,Licenciatura en Economía,F,A
12516,Curso de Ingreso UNViMe,F,A
12517,Licenciatura en Kinesiología y Fisiatría,M,A
12518,Curso de Ingreso UNViMe,M,A
12519,Ciclo de Ingreso a Medicina,F,A
12520,Licenciatura en Logística,M,A
12521,Curso de Ingreso UNViMe,M,A
12522,Ciclo de Ingreso a Medicina,F,A
12523,Ciclo de Ingreso a Medicina,M,A
12524,Ciclo de Ingreso a Medicina,M,A
12525,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
12526,Curso de Ingreso UNViMe,F,A
12527,Licenciatura en Diseño de Comunicación,M,P
12528,Curso de Ingreso UNViMe,M,P
12529,Licenciatura en Enfermería,M,A
12530,Curso de Ingreso UNViMe,M,A
12531,Ciclo de Ingreso a Medicina,M,A
12532,Ciclo de Ingreso a Medicina,F,A
12533,Tecnicatura Universitaria en Agroalimentos,M,P
12534,Curso de Ingreso UNViMe,M,P
12535,Licenciatura en Enfermería,F,P
12536,Curso de Ingreso UNViMe,F,P
12537,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
12538,Curso de Ingreso UNViMe,F,P
12539,Ciclo de Ingreso a Medicina,F,A
12540,Licenciatura en Kinesiología y Fisiatría,F,P
12541,Curso de Ingreso UNViMe,F,P
12542,Licenciatura en Economía,M,A
12543,Curso de Ingreso UNViMe,M,A
12544,Ciclo de Ingreso a Medicina,F,A
12545,Licenciatura en Kinesiología y Fisiatría,M,A
12546,Curso de Ingreso UNViMe,M,A
12547,Ciclo de Ingreso a Medicina,F,A
12548,Licenciatura en Enfermería,F,A
12549,Ciclo de Ingreso a Medicina,F,A
12550,Tecnicatura Universitaria en Gestión Deportiva,M,P
12551,Curso de Ingreso UNViMe,M,A
12552,Ingeniería en Sistemas de Información,M,A
12553,Curso de Ingreso UNViMe,M,A
12554,Ciclo de Ingreso a Medicina,F,A
12555,Ciclo de Ingreso a Medicina,M,A
12556,Ciclo de Ingreso a Medicina,F,A
12557,Licenciatura en Enfermería,F,P
12558,Curso de Ingreso UNViMe,F,P
12559,Licenciatura en Logística,M,A
12560,Curso de Ingreso UNViMe,M,A
12561,Profesorado de Educación Primaria,F,P
12562,Ciclo de Ingreso a Medicina,F,A
12563,Licenciatura en Enfermería,F,A
12564,Ciclo de Ingreso a Medicina,F,A
12565,Ciclo de Ingreso a Medicina,F,A
12566,Ciclo de Ingreso a Medicina,M,A
12567,Ciclo de Ingreso a Medicina,F,A
12568,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12569,Curso de Ingreso UNViMe,M,A
12570,Ciclo de Ingreso a Medicina,F,A
12571,Profesorado de Educación Inicial,F,A
12572,Curso de Ingreso UNViMe,F,A
12573,Ciclo de Ingreso a Medicina,F,A
12574,Licenciatura en Kinesiología y Fisiatría,M,A
12575,Curso de Ingreso UNViMe,M,A
12576,Ciclo de Ingreso a Medicina,F,A
12577,Ciclo de Ingreso a Medicina,F,A
12578,Tecnicatura Superior en Gestión Ambiental,F,A
12579,Curso de Ingreso UNViMe,F,A
12580,Ciclo de Ingreso a Medicina,F,A
12581,Ciclo de Ingreso a Medicina,F,A
12582,Ciclo de Ingreso a Medicina,F,A
12583,Licenciatura en Enfermería,F,A
12584,Curso de Ingreso UNViMe,F,A
12585,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12586,Curso de Ingreso UNViMe,M,A
12587,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12588,Curso de Ingreso UNViMe,M,A
12589,Licenciatura en Enfermería,F,A
12590,Licenciatura en Diseño de Comunicación,M,P
12591,Curso de Ingreso UNViMe,M,P
12592,Licenciatura en Obstetricia,M,P
12593,Curso de Ingreso UNViMe,M,P
12594,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,P
12595,Curso de Ingreso UNViMe,F,P
12596,Programador Universitario de Sistemas,F,A
12597,Curso de Ingreso UNViMe,F,A
12598,Ciclo de Ingreso a Medicina,M,A
12599,Licenciatura en Enfermería,F,A
12600,Curso de Ingreso UNViMe,F,A
12601,Profesorado de Educación Primaria,F,A
12602,Curso de Ingreso UNViMe,F,A
12603,Programador Universitario de Sistemas,M,A
12604,Curso de Ingreso UNViMe,M,A
12605,Tecnicatura Superior en Gestión Ambiental,M,A
12606,Curso de Ingreso UNViMe,M,A
12607,Ingeniería en Sistemas de Información,M,P
12608,Licenciatura en Enfermería,F,P
12609,Curso de Ingreso UNViMe,F,A
12610,Licenciatura en Kinesiología y Fisiatría,F,P
12611,Curso de Ingreso UNViMe,F,P
12612,Ciclo de Ingreso a Medicina,F,A
12613,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12614,Curso de Ingreso UNViMe,M,A
12615,Profesorado de Educación Inicial,F,A
12616,Curso de Ingreso UNViMe,F,A
12617,Licenciatura en Kinesiología y Fisiatría,F,A
12618,Curso de Ingreso UNViMe,F,A
12619,Licenciatura en Logística,F,P
12620,Curso de Ingreso UNViMe,F,P
12621,Licenciatura en Enfermería,F,A
12622,Ingeniería en Agroindustria,F,A
12623,Curso de Ingreso UNViMe,F,A
12624,Ingeniería en Sistemas de Información,M,P
12625,Curso de Ingreso UNViMe,M,P
12626,Licenciatura en Obstetricia,F,A
12627,Curso de Ingreso UNViMe,F,A
12628,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12629,Curso de Ingreso UNViMe,M,A
12630,Licenciatura en Obstetricia,F,A
12631,Curso de Ingreso UNViMe,F,A
12632,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
12633,Curso de Ingreso UNViMe,F,A
12634,Ciclo de Ingreso a Medicina,F,A
12635,Licenciatura en Obstetricia,F,A
12636,Curso de Ingreso UNViMe,F,A
12637,Licenciatura en Kinesiología y Fisiatría,F,P
12638,Curso de Ingreso UNViMe,F,P
12639,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12640,Curso de Ingreso UNViMe,M,A
12641,Curso de Ingreso UNViMe,M,A
12642,Licenciatura en Diseño de Comunicación,F,A
12643,Curso de Ingreso UNViMe,F,A
12644,Ciclo de Ingreso a Medicina,F,A
12645,Ingeniería en Sistemas de Información,M,P
12646,Profesorado de Educación Inicial,F,A
12647,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12648,Curso de Ingreso UNViMe,M,A
12649,Profesorado de Educación Primaria,F,A
12650,Curso de Ingreso UNViMe,F,A
12651,Ingeniería en Sistemas de Información,M,A
12652,Curso de Ingreso UNViMe,M,A
12653,Licenciatura en Diseño de Comunicación,F,P
12654,Curso de Ingreso UNViMe,F,P
12655,Programador Universitario de Sistemas,M,A
12656,Profesorado de Educación Inicial,F,A
12657,Licenciatura en Enfermería,F,A
12658,Curso de Ingreso UNViMe,F,A
12659,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
12660,Curso de Ingreso UNViMe,F,A
12661,Profesorado de Educación Primaria,F,A
12662,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
12663,Curso de Ingreso UNViMe,F,P
12664,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
12665,Curso de Ingreso UNViMe,F,P
12666,Licenciatura en Enfermería,M,P
12667,Curso de Ingreso UNViMe,M,P
12668,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
12669,Curso de Ingreso UNViMe,M,P
12670,Tecnicatura Superior en Gestión Ambiental,F,P
12671,Ciclo de Ingreso a Medicina,M,A
12672,Tecnicatura Universitaria en Agroalimentos,F,P
12673,Profesorado de Educación Inicial,F,A
12674,Curso de Ingreso UNViMe,F,A
12675,Tecnicatura Universitaria en Marketing Cultural y Deportivo,F,P
12676,Curso de Ingreso UNViMe,F,P
12677,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12678,Curso de Ingreso UNViMe,M,A
12679,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12680,Curso de Ingreso UNViMe,M,A
12681,Licenciatura en Enfermería,F,A
12682,Curso de Ingreso UNViMe,F,A
12683,Ingeniería en Sistemas de Información,M,A
12684,Curso de Ingreso UNViMe,M,A
12685,Ingeniería en Sistemas de Información,M,A
12686,Curso de Ingreso UNViMe,M,A
12687,Licenciatura en Enfermería,F,P
12688,Curso de Ingreso UNViMe,F,P
12689,Licenciatura en Economía,F,A
12690,Curso de Ingreso UNViMe,F,A
12691,Licenciatura en Obstetricia,F,A
12692,Curso de Ingreso UNViMe,F,A
12693,Profesorado de Educación Primaria,F,A
12694,Curso de Ingreso UNViMe,M,A
12695,Profesorado de Educación Inicial,F,A
12696,Ciclo de Ingreso a Medicina,F,A
12697,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
12698,Curso de Ingreso UNViMe,F,A
12699,Curso de Ingreso UNViMe,M,A
12700,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12701,Licenciatura en Enfermería,F,A
12702,Licenciatura en Obstetricia,F,A
12703,Curso de Ingreso UNViMe,F,A
12704,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
12705,Curso de Ingreso UNViMe,F,A
12706,Ciclo de Ingreso a Medicina,M,A
12707,Licenciatura en Kinesiología y Fisiatría,F,A
12708,Curso de Ingreso UNViMe,F,A
12709,Medicina,F,A
12710,Medicina,F,A
12711,Medicina,F,A
12712,Medicina,F,A
12713,Medicina,F,A
12714,Medicina,F,A
12715,Medicina,F,A
12716,Medicina,F,A
12717,Medicina,F,A
12718,Medicina,F,A
12719,Medicina,M,A
12720,Medicina,M,A
12721,Medicina,F,A
12722,Medicina,F,A
12723,Medicina,M,A
12724,Medicina,F,A
12725,Medicina,F,A
12726,Medicina,M,A
12727,Medicina,F,A
12728,Medicina,F,A
12729,Medicina,F,A
12730,Medicina,M,A
12731,Medicina,F,A
12732,Medicina,F,A
12733,Medicina,F,A
12734,Medicina,M,A
12735,Medicina,F,A
12736,Medicina,F,A
12737,Medicina,F,A
12738,Medicina,F,A
12739,Medicina,F,A
12740,Medicina,F,A
12741,Medicina,F,A
12742,Medicina,F,A
12743,Medicina,F,A
12744,Medicina,F,A
12745,Medicina,F,A
12746,Medicina,F,A
12747,Medicina,F,A
12748,Medicina,F,A
12749,Medicina,F,A
12750,Medicina,F,A
12751,Medicina,F,A
12752,Medicina,F,A
12753,Medicina,F,A
12754,Medicina,F,A
12755,Medicina,F,A
12756,Medicina,F,A
12757,Medicina,M,A
12758,Medicina,F,A
12759,Licenciatura en Enfermería,F,A
12760,Curso de Ingreso UNViMe,F,A
12761,Licenciatura en Kinesiología y Fisiatría,F,P
12762,Curso de Ingreso UNViMe,F,P
12763,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12764,Curso de Ingreso UNViMe,M,A
12765,Ciclo de Ingreso a Medicina,M,A
12766,Ciclo de Ingreso a Medicina,F,A
12767,Licenciatura en Obstetricia,F,P
12768,Curso de Ingreso UNViMe,F,A
12769,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
12770,Curso de Ingreso UNViMe,M,A
12771,Tecnicatura Universitaria en Gestión Deportiva,M,A
12772,Curso de Ingreso UNViMe,M,A
12773,Licenciatura en Economía,M,A
12774,Curso de Ingreso UNViMe,M,A
12775,Licenciatura en Enfermería,F,A
12776,Ciclo de Ingreso a Medicina,F,A
12777,Ciclo de Ingreso a Medicina,F,A
12778,Ciclo de Ingreso a Medicina,F,A
12779,Profesorado de Educación Inicial,F,A
12780,Curso de Ingreso UNViMe,F,A
12781,Ciclo de Ingreso a Medicina,F,A
12782,Programador Universitario de Sistemas,M,A
12783,Curso de Ingreso UNViMe,M,A
12784,Ingeniería en Sistemas de Información,M,A
12785,Ciclo de Ingreso a Medicina,F,A
12786,Profesorado de Educación Primaria,F,A
12787,Curso de Ingreso UNViMe,F,A
12788,Ingeniería en Sistemas de Información,M,A
12789,Curso de Ingreso UNViMe,M,A
12790,Licenciatura en Enfermería,F,A
12791,Curso de Ingreso UNViMe,F,A
12792,Licenciatura en Obstetricia,F,A
12793,Curso de Ingreso UNViMe,F,A
12794,Ciclo de Ingreso a Medicina,M,A
12795,Licenciatura en Diseño de Comunicación,F,A
12796,Curso de Ingreso UNViMe,F,A
12797,Licenciatura en Obstetricia,F,A
12798,Curso de Ingreso UNViMe,F,A
12799,Licenciatura en Logística,F,A
12800,Curso de Ingreso UNViMe,F,A
12801,Licenciatura en Obstetricia,F,A
12802,Curso de Ingreso UNViMe,F,A
12803,Licenciatura en Enfermería,F,A
12804,Curso de Ingreso UNViMe,F,A
12805,Licenciatura en Logística,F,A
12806,Curso de Ingreso UNViMe,F,A
12807,Ciclo de Ingreso a Medicina,F,A
12808,Ciclo de Ingreso a Medicina,F,A
12809,Ciclo de Ingreso a Medicina,F,A
12810,Licenciatura en Enfermería,M,A
12811,Curso de Ingreso UNViMe,M,A
12812,Licenciatura en Kinesiología y Fisiatría,M,A
12813,Curso de Ingreso UNViMe,M,A
12814,Ciclo de Ingreso a Medicina,F,A
12815,Ciclo de Ingreso a Medicina,M,A
12816,Programador Universitario de Sistemas,M,A
12817,Curso de Ingreso UNViMe,M,A
12818,Licenciatura en Kinesiología y Fisiatría,M,A
12819,Curso de Ingreso UNViMe,M,A
12820,Licenciatura en Economía,F,A
12821,Curso de Ingreso UNViMe,F,A
12822,Licenciatura en Obstetricia,F,A
12823,Curso de Ingreso UNViMe,F,A
12824,Licenciatura en Enfermería,F,A
12825,Curso de Ingreso UNViMe,F,A
12826,Licenciatura en Kinesiología y Fisiatría,F,A
12827,Curso de Ingreso UNViMe,F,A
12828,Ciclo de Ingreso a Medicina,M,A
12829,Licenciatura en Kinesiología y Fisiatría,M,A
12830,Curso de Ingreso UNViMe,M,A
12831,Licenciatura en Obstetricia,F,A
12832,Curso de Ingreso UNViMe,F,A
12833,Bioingeniería,F,A
12834,Curso de Ingreso UNViMe,F,A
12835,Licenciatura en Obstetricia,F,A
12836,Curso de Ingreso UNViMe,F,A
12837,Licenciatura en Enfermería,F,A
12838,Curso de Ingreso UNViMe,F,A
12839,Licenciatura en Kinesiología y Fisiatría,F,A
12840,Curso de Ingreso UNViMe,F,A
12841,Ingeniería en Sistemas de Información,M,A
12842,Curso de Ingreso UNViMe,M,A
12843,Ingeniería en Sistemas de Información,M,A
12844,Curso de Ingreso UNViMe,M,A
12845,Ciclo de Ingreso a Medicina,F,A
12846,Licenciatura en Kinesiología y Fisiatría,F,A
12847,Curso de Ingreso UNViMe,F,A
12848,Ciclo de Ingreso a Medicina,M,A
12850,Curso de Ingreso UNViMe,F,A
12851,Ciclo de Ingreso a Medicina,F,A
12852,Licenciatura en Kinesiología y Fisiatría,F,A
12853,Curso de Ingreso UNViMe,F,A
12854,Licenciatura en Kinesiología y Fisiatría,F,A
12855,Curso de Ingreso UNViMe,F,A
12856,Licenciatura en Enfermería,F,A
12857,Curso de Ingreso UNViMe,F,A
12858,Ciclo de Ingreso a Medicina,F,A
12859,Ciclo de Ingreso a Medicina,M,A
12860,Licenciatura en Logística,F,A
12861,Curso de Ingreso UNViMe,F,A
12862,Licenciatura en Kinesiología y Fisiatría,F,A
12863,Curso de Ingreso UNViMe,F,A
12864,Ingeniería en Sistemas de Información,M,A
12865,Curso de Ingreso UNViMe,M,A
12866,Ciclo de Ingreso a Medicina,F,P
12867,Bioingeniería,F,A
12868,Curso de Ingreso UNViMe,F,A
12869,Licenciatura en Obstetricia,F,A
12870,Curso de Ingreso UNViMe,F,A
12871,Ciclo de Ingreso a Medicina,F,A
12872,Ciclo de Ingreso a Medicina,M,A
12873,Licenciatura en Enfermería,F,A
12874,Curso de Ingreso UNViMe,F,A
12875,Ingeniería en Sistemas de Información,M,A
12876,Curso de Ingreso UNViMe,M,A
12877,Bioingeniería,F,A
12878,Curso de Ingreso UNViMe,F,A
12879,Bioingeniería,M,A
12880,Curso de Ingreso UNViMe,M,A
12881,Licenciatura en Obstetricia,F,A
12882,Curso de Ingreso UNViMe,F,A
12883,Licenciatura en Obstetricia,F,A
12884,Curso de Ingreso UNViMe,F,A
12885,Licenciatura en Kinesiología y Fisiatría,M,A
12886,Curso de Ingreso UNViMe,M,A
12887,Licenciatura en Economía,M,A
12888,Curso de Ingreso UNViMe,M,A
12889,Licenciatura en Obstetricia,F,A
